artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,ID,Gender,Age,Country,Genres,Followers,URI
The Wanted,All Time Low,205200,FALSE,2010,18,0.689,0.615,8,-5.022,0,0.0563,0.352,0,0.0789,0.783,134.036,"pop, Dance/Electronic",2NhdGz9EDv2FeUw6udu2g1,mixed,11,GB,"['boy band', 'dance pop', 'pop', 'post-teen pop']",2644943,spotify:artist:2NhdGz9EDv2FeUw6udu2g1
Kylie Minogue,Love at First Sight,238266,FALSE,2001,55,0.603,0.774,3,-6.066,0,0.0428,0.0288,0.051,0.0533,0.48,124.994,"pop, Dance/Electronic",4RVnAU35WRWra6OZ3CbbMA,female,52,AU,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",1870729,spotify:artist:4RVnAU35WRWra6OZ3CbbMA
The Pussycat Dolls,Buttons,225560,FALSE,2005,68,0.565,0.817,2,-4.338,1,0.27,0.152,0,0.247,0.477,210.851,"pop, R&B",6wPhSqRtPu1UhRCDX5yaDJ,mixed,17,US,"['dance pop', 'girl group', 'pop']",5587961,spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ
Ed Sheeran,Shape of You,233712,FALSE,2017,84,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,pop,6eUKZXaKkcviH0Ku9w2n3V,male,29,GB,"['pop', 'singer-songwriter pop', 'uk pop']",115998928,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
Jason Derulo,Whatcha Say,221253,FALSE,2010,70,0.615,0.711,11,-5.507,1,0.0779,0.0444,0,0.145,0.711,144.036,"hip hop, pop",07YZf4WDAMNwqr4jfgOZ8y,male,30,US,"['dance pop', 'pop']",12044521,spotify:artist:07YZf4WDAMNwqr4jfgOZ8y
Outkast,The Way You Move (feat. Sleepy Brown),234000,TRUE,2003,66,0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999,"hip hop, pop",1G9G7WwrXka3Z1r7aIDjI7,mixed,29,US,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",2450129,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7
Fabolous,Into You (feat. Tamia),295773,TRUE,2003,67,0.546,0.538,7,-7.886,0,0.0523,0.233,0,0.118,0.58,182.12,"hip hop, pop, R&B",0YWxKQj2Go9CGHCp77UOyy,male,42,US,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'trap', 'urban contemporary']",2680964,spotify:artist:0YWxKQj2Go9CGHCp77UOyy
Sting,Desert Rose,285960,FALSE,1999,62,0.586,0.659,0,-7.92,0,0.0304,0.011,0,0.106,0.147,111.989,"rock, pop",0Ty63ceoRnnJKVEYP0VQpk,male,68,GB,"['permanent wave', 'soft rock', 'sophisti-pop']",3162333,spotify:artist:0Ty63ceoRnnJKVEYP0VQpk
Ronan Keating,If Tomorrow Never Comes,214306,FALSE,2002,60,0.555,0.496,10,-6.136,1,0.028,0.333,0,0.0956,0.27,79.01,"pop, rock",3nlHsNqwCSvT988ZfSW1Yh,male,43,IE,"['europop', 'talent show']",1065093,spotify:artist:3nlHsNqwCSvT988ZfSW1Yh
The Fratellis,Chelsea Dagger,215306,FALSE,2006,68,0.511,0.815,7,-3.14,1,0.144,0.0491,0,0.0826,0.586,154.514,rock,3M4ThdJR28z9eSMcQHAZ5G,mixed,15,GB,"['garage rock', 'modern rock', 'scottish rock']",831211,spotify:artist:3M4ThdJR28z9eSMcQHAZ5G
Madonna,Sorry,281880,FALSE,2005,61,0.589,0.877,0,-6.229,0,0.046,0.00121,0.013,0.169,0.443,132.971,pop,6tbjWDEIzxoDsBA1FuhfPW,female,61,US,"['dance pop', 'pop']",7429353,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW
Shakira,"Whenever, Wherever",196160,FALSE,2001,74,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14E-05,0.203,0.871,107.657,"pop, latin",0EmeFodog0BfCgMzAIvKQp,female,43,CO,"['colombian pop', 'dance pop', 'latin pop', 'pop']",32459109,spotify:artist:0EmeFodog0BfCgMzAIvKQp
Meek Mill,Going Bad (feat. Drake),180522,TRUE,2018,78,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,"hip hop, pop",20sxb77xiYeusSH8cVdatc,male,33,US,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",7730822,spotify:artist:20sxb77xiYeusSH8cVdatc
Bryson Tiller,Don't,198293,TRUE,2015,78,0.765,0.356,11,-5.556,0,0.195,0.223,0,0.0963,0.189,96.991,"hip hop, pop, R&B",2EMAnMvWE2eb56ToJVfCWs,male,27,US,"['kentucky hip hop', 'r&b', 'rap']",7747027,spotify:artist:2EMAnMvWE2eb56ToJVfCWs
Sia,The Greatest (feat. Kendrick Lamar),210226,FALSE,2016,68,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,pop,5WUlDfRSoLAfcVSX1WnrxN,female,44,AU,"['australian dance', 'australian pop', 'pop']",27476664,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN
Chris Brown,Turn Up the Music,227973,FALSE,2012,64,0.594,0.841,1,-5.792,1,0.102,0.000238,2.22E-06,0.156,0.643,129.925,"hip hop, pop, R&B",7bXgB6jMjp9ATFy66eO08Z,male,31,US,"['r&b', 'rap']",21064273,spotify:artist:7bXgB6jMjp9ATFy66eO08Z
Britney Spears,Lucky,206226,FALSE,2000,65,0.765,0.791,8,-5.707,1,0.0317,0.262,0.000154,0.0669,0.966,95.026,pop,26dSoYclwsYLMAKD3tpOr4,female,38,US,"['dance pop', 'pop']",13488107,spotify:artist:26dSoYclwsYLMAKD3tpOr4
Savage Garden,Crash and Burn,281466,FALSE,1999,54,0.581,0.607,4,-8.458,1,0.028,0.189,1.60E-06,0.0882,0.213,102.03,pop,3NRFinRTEqUCfaTTZmk8ek,male,0,IT,"['boy band', 'dance pop', 'pop rock']",1238250,spotify:artist:3NRFinRTEqUCfaTTZmk8ek
Lady Gaga,Bad Romance,294573,TRUE,2009,80,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24E-05,0.0842,0.714,119.001,pop,1HY2Jd0NmPuamShAr6KMms,female,34,US,"['art pop', 'dance pop', 'pop']",28787306,spotify:artist:1HY2Jd0NmPuamShAr6KMms
Destiny's Child,Girl,224146,FALSE,2004,55,0.567,0.747,6,-6.019,0,0.105,0.31,0,0.04,0.556,89.036,"pop, R&B",1Y8cdNmUJH7yBTd9yOvr5i,mixed,30,US,"['dance pop', 'girl group', 'pop', 'r&b', 'urban contemporary']",6889842,spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i
Natasha Bedingfield,Unwritten,259333,FALSE,2004,2,0.706,0.8,5,-6.333,1,0.0399,0.00584,0,0.0822,0.629,100.011,pop,7o95ZoZt5ZYn31e9z1Hc0a,female,38,GB,"['dance pop', 'pop', 'post-teen pop']",1671966,spotify:artist:7o95ZoZt5ZYn31e9z1Hc0a
Alicia Keys,Empire State of Mind (Part II) Broken Down,216480,FALSE,2009,71,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82E-05,0.118,0.142,92.923,"pop, R&B",3DiDSECUqqY1AuBP8qtaIa,female,39,US,"['neo soul', 'pop', 'r&b']",11338358,spotify:artist:3DiDSECUqqY1AuBP8qtaIa
Elvis Presley,A Little Less Conversation - JXL Radio Edit Remix,211506,FALSE,2002,60,0.597,0.97,4,-5.972,0,0.0502,0.000385,0.205,0.133,0.717,114.999,"rock, easy listening",43ZHCT0cAZBISjO8DG9PnE,male,42,US,"['rock-and-roll', 'rockabilly']",8992137,spotify:artist:43ZHCT0cAZBISjO8DG9PnE
Lupe Fiasco,The Show Goes On,239613,TRUE,2011,70,0.591,0.889,7,-3.839,1,0.115,0.0189,0,0.155,0.65,143.067,"hip hop, pop",01QTIT5P1pFP3QnnFSdsJf,male,38,US,"['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",1896095,spotify:artist:01QTIT5P1pFP3QnnFSdsJf
DJ Khaled,No Brainer,260000,TRUE,2018,67,0.552,0.76,0,-4.706,1,0.342,0.0733,0,0.0865,0.639,135.702,"hip hop, pop",0QHgL1lAIqAw0HtD7YldmP,male,44,US,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",10823060,spotify:artist:0QHgL1lAIqAw0HtD7YldmP
Akon,Right Now (Na Na Na),240746,FALSE,2008,69,0.83,0.857,8,-4.194,0,0.152,0.262,0,0.413,0.607,137.982,pop,0z4gvV4rjIZ9wHck67ucSV,male,47,SN,['dance pop'],4174340,spotify:artist:0z4gvV4rjIZ9wHck67ucSV
Brandy,Another Day in Paradise - R&B-Version,271626,FALSE,2002,50,0.7,0.787,6,-5.176,0,0.0327,0.00666,3.68E-05,0.0724,0.556,102.043,"hip hop, pop, R&B",05oH07COxkXKIMt6mIPRee,female,41,US,"['contemporary r&b', 'dance pop', 'hip pop', 'r&b', 'urban contemporary']",3497327,spotify:artist:05oH07COxkXKIMt6mIPRee
Drake,Money In The Grave (Drake ft. Rick Ross),205426,TRUE,2019,76,0.831,0.502,10,-4.045,0,0.046,0.101,0,0.122,0.101,100.541,"hip hop, pop, R&B",3TVXtAsR1Inumwj472S9r4,male,33,CA,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",83298497,spotify:artist:3TVXtAsR1Inumwj472S9r4
Bruno Mars,The Lazy Song,189109,FALSE,2010,75,0.794,0.711,8,-5.124,0,0.0699,0.3,0,0.0955,0.955,174.915,pop,0du5cEVh5yTK9QJze8zA0C,male,34,US,"['dance pop', 'pop']",52946753,spotify:artist:0du5cEVh5yTK9QJze8zA0C
Taylor Swift,Wildest Dreams,220440,FALSE,2014,78,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,pop,06HL4z0CvFAxyc27GXpf02,female,30,US,['pop'],95859165,spotify:artist:06HL4z0CvFAxyc27GXpf02
Bastille,Good Grief,206493,FALSE,2016,65,0.73,0.758,1,-4.888,1,0.0653,0.147,0,0.311,0.877,120.041,"pop, rock",7EQ0qTo7fWT7DPxmxtSYEc,mixed,10,GB,"['metropopolis', 'modern rock', 'pop']",5522452,spotify:artist:7EQ0qTo7fWT7DPxmxtSYEc
Ashanti,Baby,265706,TRUE,2002,55,0.567,0.58,4,-5.757,0,0.223,0.0084,5.37E-06,0.0342,0.46,157.596,"hip hop, pop, R&B",5rkVyNGXEgeUqKkB5ccK83,female,39,US,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",2920350,spotify:artist:5rkVyNGXEgeUqKkB5ccK83
P!nk,True Love (feat. Lily Allen),230733,TRUE,2012,71,0.457,0.823,9,-4.76,1,0.311,0.00144,0,0.108,0.578,192.205,pop,1KCSPY1glIKqW2TotWuXOR,female,40,US,"['dance pop', 'pop']",16228050,spotify:artist:1KCSPY1glIKqW2TotWuXOR
Akon,Bananza (Belly Dancer),238493,FALSE,2004,28,0.878,0.699,10,-5.897,0,0.132,0.0345,3.37E-06,0.755,0.666,104.838,pop,0z4gvV4rjIZ9wHck67ucSV,male,47,SN,['dance pop'],4174340,spotify:artist:0z4gvV4rjIZ9wHck67ucSV
Tones And I,Dance Monkey,209438,FALSE,2019,78,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,pop,2NjfBq1NflQcKSeiDooVjY,female,0,AU,['australian pop'],3018481,spotify:artist:2NjfBq1NflQcKSeiDooVjY
Dido,White Flag,240040,FALSE,2003,44,0.512,0.525,5,-6.823,1,0.0401,0.327,3.30E-06,0.081,0.294,169.951,pop,2mpeljBig2IXLXRAFO9AAs,female,48,GB,"['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']",1688987,spotify:artist:2mpeljBig2IXLXRAFO9AAs
Arctic Monkeys,Brianstorm,172866,FALSE,2007,67,0.42,0.974,1,-4.706,1,0.191,8.15E-05,0.00155,0.0871,0.463,165.182,rock,7Ln80lUS6He07XvHI8qqHH,mixed,18,GB,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",22763289,spotify:artist:7Ln80lUS6He07XvHI8qqHH
Becky G,Shower,206166,FALSE,2014,78,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59E-05,0.285,0.121,119.987,"pop, latin",4obzFoKoKRHIphyHzJ35G3,female,23,US,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']",14374317,spotify:artist:4obzFoKoKRHIphyHzJ35G3
Iggy Azalea,Fancy,199938,TRUE,2014,69,0.912,0.716,10,-4.141,0,0.0697,0.0904,0,0.0491,0.377,94.981,"hip hop, pop",5yG7ZAZafVaAlMTeBybKAL,female,30,US,"['australian hip hop', 'dance pop', 'pop']",6547101,spotify:artist:5yG7ZAZafVaAlMTeBybKAL
The Chainsmokers,#SELFIE - Original Mix,183750,FALSE,2014,0,0.789,0.915,0,-3.263,1,0.248,0.0135,8.77E-06,0.0818,0.66,127.955,"pop, Dance/Electronic",69GGBxA162lTqCwzJG5jLp,mixed,8,US,['pop'],20578073,spotify:artist:69GGBxA162lTqCwzJG5jLp
Leona Lewis,Run,314720,FALSE,2007,62,0.285,0.462,5,-6.166,0,0.0291,0.428,5.61E-06,0.122,0.0923,142.365,"pop, R&B",5lKZWd6HiSCLfnDGrq9RAm,female,35,GB,"['british soul', 'dance pop', 'pop', 'talent show']",3583308,spotify:artist:5lKZWd6HiSCLfnDGrq9RAm
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201493,FALSE,2010,77,0.722,0.761,11,-4.459,0,0.0475,0.0117,0,0.315,0.624,128.044,pop,04gDigrS5kc9YWfZHwBETP,mixed,18,US,['pop'],41996696,spotify:artist:04gDigrS5kc9YWfZHwBETP
Akon,Locked Up,235066,TRUE,2004,16,0.818,0.579,7,-4.475,1,0.101,0.023,0,0.107,0.354,89.987,pop,0z4gvV4rjIZ9wHck67ucSV,male,47,SN,['dance pop'],4174340,spotify:artist:0z4gvV4rjIZ9wHck67ucSV
Dr. Dre,I Need A Doctor,283733,TRUE,2011,71,0.594,0.946,3,-4.521,1,0.452,0.0869,0,0.306,0.397,155.826,hip hop,6DPYiyq5kWVQS4RGwxzPC7,male,55,US,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",10934751,spotify:artist:6DPYiyq5kWVQS4RGwxzPC7
Lykke Li,I Follow Rivers - The Magician Remix,281106,FALSE,2011,51,0.786,0.709,9,-5.737,0,0.0395,0.0192,0.00118,0.0845,0.285,122.019,"pop, Dance/Electronic",6oBm8HB0yfrIc9IHbxs6in,female,34,SE,"['electropop', 'indietronica', 'neo-synthpop', 'swedish electropop', 'swedish indie pop', 'swedish pop']",1907561,spotify:artist:6oBm8HB0yfrIc9IHbxs6in
Calvin Harris,One Kiss (with Dua Lipa),214846,FALSE,2018,81,0.791,0.862,9,-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994,"hip hop, pop, Dance/Electronic",7CajNmpbOovFoOoasH2HaY,male,36,GB,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",23513482,spotify:artist:7CajNmpbOovFoOoasH2HaY
Kelly Clarkson,Behind These Hazel Eyes,198973,FALSE,2004,59,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.425,90.048,"pop, R&B",3BmGtnKgCSGYIUhmivXKWX,female,38,US,"['dance pop', 'pop', 'talent show']",10349957,spotify:artist:3BmGtnKgCSGYIUhmivXKWX
Juice WRLD,Lucid Dreams,239835,TRUE,2018,84,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,hip hop,4MCBfE4596Uoi2O4DtmEMz,male,21,US,"['chicago rap', 'melodic rap', 'rap']",31741500,spotify:artist:4MCBfE4596Uoi2O4DtmEMz
Katy Perry,Hot N Cold,220226,FALSE,2008,73,0.706,0.841,7,-3.956,1,0.0418,7.95E-05,0,0.0688,0.861,132.032,pop,6jJ0s89eD6GaHleKKya26X,female,35,US,['pop'],30972097,spotify:artist:6jJ0s89eD6GaHleKKya26X
Lady Gaga,The Edge Of Glory,320546,FALSE,2011,67,0.583,0.768,9,-6.477,1,0.041,0.000323,0.0162,0.109,0.357,127.952,pop,1HY2Jd0NmPuamShAr6KMms,female,34,US,"['art pop', 'dance pop', 'pop']",28787306,spotify:artist:1HY2Jd0NmPuamShAr6KMms
Black Eyed Peas,Shut Up,296186,FALSE,2003,56,0.81,0.714,2,-3.966,1,0.243,0.0637,0,0.237,0.561,112.968,"hip hop, pop",1yxSLGMDHlW21z4YXirZDS,mixed,25,US,"['dance pop', 'pop', 'pop rap']",7892622,spotify:artist:1yxSLGMDHlW21z4YXirZDS
O.T. Genasis,CoCo,239573,TRUE,2014,61,0.886,0.628,8,-5.949,1,0.131,0.00215,1.15E-05,0.31,0.178,119.906,"hip hop, pop",1Zatb2YN4erBOoSivOXc0o,male,33,US,"['southern hip hop', 'trap']",1039914,spotify:artist:1Zatb2YN4erBOoSivOXc0o
Cardi B,Please Me,200889,TRUE,2019,73,0.747,0.57,1,-6.711,1,0.081,0.0642,0,0.0832,0.65,133.992,"hip hop, pop",4kYSro6naA4h99UJvo89HB,female,27,US,"['pop', 'rap']",22873770,spotify:artist:4kYSro6naA4h99UJvo89HB
Coldplay,Every Teardrop Is a Waterfall,240796,FALSE,2011,69,0.425,0.732,9,-6.883,1,0.0396,0.00194,0.0103,0.171,0.333,117.98,"rock, pop",4gzpq5DPGxSnKTe4SA8HAU,mixed,23,GB,"['permanent wave', 'pop']",48792512,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU
Nickelback,Far Away,238173,FALSE,2005,70,0.518,0.797,6,-5.153,1,0.0309,0.000681,0,0.107,0.293,132.918,"rock, metal",6deZN1bslXzeGvOLaLMOIF,mixed,25,CA,"['alternative metal', 'canadian rock', 'post-grunge']",6650490,spotify:artist:6deZN1bslXzeGvOLaLMOIF
Lana Del Rey,Born To Die,286253,FALSE,2012,53,0.18,0.636,4,-6.591,0,0.0439,0.209,0.000133,0.217,0.39,75.223,pop,00FQb4jTyendYWaN8pK0wa,female,35,US,"['art pop', 'pop']",30603103,spotify:artist:00FQb4jTyendYWaN8pK0wa
Avicii,Hey Brother,255093,FALSE,2013,2,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64E-05,0.0828,0.458,125.014,"pop, Dance/Electronic",1vCWHaC5f2uS3yhpwWbIA6,male,28,SE,"['dance pop', 'edm', 'pop', 'pop dance']",23305127,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6
Ricky Martin,She Bangs - English Version,280626,FALSE,2000,60,0.63,0.95,1,-4.012,1,0.0806,0.000915,6.51E-06,0.373,0.858,143.866,"pop, latin",7slfeZO9LsJbWgpkIoXBUJ,male,48,PR,"['latin pop', 'mexican pop', 'puerto rican pop']",7658273,spotify:artist:7slfeZO9LsJbWgpkIoXBUJ
The Weeknd,Pray For Me (with Kendrick Lamar),211440,TRUE,2018,69,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17E-05,0.111,0.188,100.584,"pop, R&B",1Xyo4u8uXC1ZmMpatF05PJ,male,30,CA,"['canadian contemporary r&b', 'canadian pop', 'pop']",75945958,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ
Rae Sremmurd,No Type,200080,TRUE,2015,71,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78E-06,0.0925,0.239,125.01,"hip hop, pop",7iZtZyCzp3LItcw1wtPI3D,mixed,7,US,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']",7409809,spotify:artist:7iZtZyCzp3LItcw1wtPI3D
Robyn,With Every Heartbeat,254920,FALSE,2005,36,0.477,0.865,4,-4.462,0,0.0395,0.00877,4.52E-05,0.271,0.413,120.872,"pop, Dance/Electronic",6UE7nl9mha6s8z0wFQFIZ2,female,41,SE,"['dance pop', 'electropop', 'neo-synthpop', 'scandipop', 'swedish electropop', 'swedish pop']",828281,spotify:artist:6UE7nl9mha6s8z0wFQFIZ2
The Chainsmokers,Don't Let Me Down,208373,FALSE,2016,79,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,"pop, Dance/Electronic",69GGBxA162lTqCwzJG5jLp,mixed,8,US,['pop'],20578073,spotify:artist:69GGBxA162lTqCwzJG5jLp
Reik,Me Niego (feat. Ozuna & Wisin),221653,FALSE,2018,1,0.777,0.779,0,-4.449,0,0.0972,0.0543,0,0.636,0.768,94.023,"pop, latin",0vR2qb8m9WHeZ5ByCbimq2,mixed,17,MX,"['latin arena pop', 'latin pop', 'mexican pop', 'reggaeton', 'urbano latino']",8694277,spotify:artist:0vR2qb8m9WHeZ5ByCbimq2
Justin Timberlake,Rock Your Body,267266,FALSE,2002,76,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,pop,31TPClRtHm23RisEBtV3X7,male,39,US,"['dance pop', 'pop']",13587602,spotify:artist:31TPClRtHm23RisEBtV3X7
Birdy,Let It All Go,280757,FALSE,2015,68,0.383,0.43,10,-8.644,1,0.0302,0.817,1.04E-06,0.0869,0.174,107.005,pop,2WX2uTcsvV5OnS0inACecP,female,24,GB,"['neo mellow', 'uk pop', 'viral pop']",3775859,spotify:artist:2WX2uTcsvV5OnS0inACecP
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),196413,FALSE,2009,65,0.594,0.874,0,-3.716,1,0.0815,0.0116,0,0.549,0.628,119.964,"pop, Dance/Electronic",2aYJ5LAta2ScCdfLhKgZOY,mixed,15,US,"['neon pop punk', 'pop punk', 'post-teen pop']",507917,spotify:artist:2aYJ5LAta2ScCdfLhKgZOY
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",236001,FALSE,2016,76,0.666,0.83,0,-5.715,1,0.0751,0.0123,0,0.191,0.702,113.03,pop,31TPClRtHm23RisEBtV3X7,male,39,US,"['dance pop', 'pop']",13587602,spotify:artist:31TPClRtHm23RisEBtV3X7
Justin Timberlake,What Goes Around.../...Comes Around (Interlude),448573,FALSE,2006,70,0.687,0.723,7,-4.751,1,0.0709,0.122,0.00102,0.573,0.432,76,pop,31TPClRtHm23RisEBtV3X7,male,39,US,"['dance pop', 'pop']",13587602,spotify:artist:31TPClRtHm23RisEBtV3X7
DJ Khaled,I'm On One,296146,TRUE,2011,70,0.413,0.807,11,-3.499,0,0.318,0.0536,0,0.631,0.438,149.33,"hip hop, pop",0QHgL1lAIqAw0HtD7YldmP,male,44,US,"['hip hop', 'miami hip hop', 'pop rap', 'rap']",10823060,spotify:artist:0QHgL1lAIqAw0HtD7YldmP
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,189399,FALSE,2014,66,0.76,0.886,9,-5.356,0,0.0258,0.0219,7.43E-06,0.623,0.78,123.002,"pop, rock",50OApTJurDusIo9dGTqSU4,mixed,14,FR,"['french indie pop', 'french rock']",249536,spotify:artist:50OApTJurDusIo9dGTqSU4
Post Malone,Better Now,231266,TRUE,2018,80,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,hip hop,246dkjvS1zLTtiykXe5h60,male,25,US,"['dfw rap', 'melodic rap', 'pop', 'rap']",43130108,spotify:artist:246dkjvS1zLTtiykXe5h60
Calvin Harris,Outside (feat. Ellie Goulding),227266,FALSE,2014,78,0.646,0.823,2,-4.123,0,0.0394,0.213,0,0.322,0.418,128.035,"hip hop, pop, Dance/Electronic",7CajNmpbOovFoOoasH2HaY,male,36,GB,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",23513482,spotify:artist:7CajNmpbOovFoOoasH2HaY
Dua Lipa,New Rules,212000,FALSE,2017,61,0.763,0.72,9,-5.181,0,0.0691,0.00261,1.11E-05,0.114,0.592,116.01,pop,6M2wZ9GZgrQXHCFfjv46we,female,24,GB,"['dance pop', 'pop', 'uk pop']",42549278,spotify:artist:6M2wZ9GZgrQXHCFfjv46we
David Guetta,2U (feat. Justin Bieber),194896,FALSE,2017,67,0.548,0.65,8,-5.827,0,0.0591,0.219,0,0.225,0.557,144.937,"hip hop, pop, Dance/Electronic",1Cs0zKBU1kc0i8ypK3B9ai,male,52,FR,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",26584415,spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai
Outkast,Ms. Jackson,270506,TRUE,2000,82,0.843,0.806,4,-5.946,0,0.269,0.143,0,0.0771,0.613,94.948,"hip hop, pop",1G9G7WwrXka3Z1r7aIDjI7,mixed,29,US,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",2450129,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",278987,FALSE,2015,66,0.261,0.302,5,-8.19,0,0.0339,0.769,2.57E-06,0.0863,0.0883,81.418,pop,2wY79sveU1sp5g7SokKOiI,other,28,GB,"['pop', 'uk pop']",23538152,spotify:artist:2wY79sveU1sp5g7SokKOiI
Ella Henderson,Ghost,213213,FALSE,2014,63,0.68,0.84,9,-3.823,1,0.0414,0.0457,8.66E-06,0.143,0.468,104.975,"pop, Dance/Electronic",7nDsS0l5ZAzMedVRKPP8F1,female,24,GB,"['dance pop', 'pop dance', 'talent show', 'uk pop']",1611316,spotify:artist:7nDsS0l5ZAzMedVRKPP8F1
Marshmello,Silence,180822,FALSE,2017,80,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96E-06,0.17,0.286,141.971,"pop, Dance/Electronic",64KEffDW9EtZ1y2vBYgq8T,male,28,US,"['brostep', 'edm', 'pop', 'progressive electro house']",35223255,spotify:artist:64KEffDW9EtZ1y2vBYgq8T
Katy Perry,Dark Horse,215672,FALSE,2013,74,0.647,0.585,6,-6.123,1,0.0512,0.00314,0,0.165,0.353,131.934,pop,6jJ0s89eD6GaHleKKya26X,female,35,US,['pop'],30972097,spotify:artist:6jJ0s89eD6GaHleKKya26X
Ashanti,Rock Wit U (Awww Baby),209120,FALSE,2003,65,0.71,0.797,4,-3.006,0,0.0582,0.408,0,0.16,0.849,94.998,"hip hop, pop, R&B",5rkVyNGXEgeUqKkB5ccK83,female,39,US,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",2920350,spotify:artist:5rkVyNGXEgeUqKkB5ccK83
Dizzee Rascal,Bonkers,177573,FALSE,2011,38,0.624,0.977,11,-3.34,0,0.22,0.00615,0,0.253,0.74,126.127,"hip hop, pop, Dance/Electronic",0gusqTJKxtU1UTmNRMHZcv,male,35,GB,"['grime', 'instrumental grime']",464007,spotify:artist:0gusqTJKxtU1UTmNRMHZcv
Hozier,Take Me To Church,241688,FALSE,2014,81,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,"Folk/Acoustic, pop",2FXC3k01G6Gw61bmprjgqS,male,30,IE,"['irish singer-songwriter', 'modern rock', 'pov: indie']",6238650,spotify:artist:2FXC3k01G6Gw61bmprjgqS
Ashley O,On A Roll,154447,FALSE,2019,57,0.736,0.81,5,-6.354,1,0.0906,0.077,0,0.0523,0.387,125.011,"hip hop, pop",14scxEoUN7Dcx1m4EQ7oHe,female,0,US,[],61044,spotify:artist:14scxEoUN7Dcx1m4EQ7oHe
